TransactionID,TransactionDate,CustomerID,ProductCategory,Quantity,UnitPrice,PaymentMethod,City,TotalAmount
TXN100052,2024-02-08,CUST1998,Home & Kitchen,7,6274.94,Cash,Bengaluru,43924.58
TXN100053,2024-06-18,CUST5240,Beauty,5,4613.44,Cash,Ahmedabad,23067.2
TXN100054,2024-04-22,CUST8018,Clothing,1,947.86,UPI,Pune,947.86
TXN100055,2024-04-13,CUST5362,Home & Kitchen,7,3359.96,Credit Card,Kolkata,23519.72
TXN100056,2024-02-26,CUST1322,Beauty,2,2126.52,UPI,Pune,4253.04
TXN100057,2024-06-12,CUST2293,Clothing,4,595.88,UPI,Ahmedabad,2383.52
TXN100058,2024-07-09,CUST3723,Beauty,1,4351.37,Cash,Pune,4351.37
TXN100059,2024-07-24,CUST7177,Clothing,4,7116.81,Credit Card,Hyderabad,28467.24
TXN100060,2024-09-14,CUST9774,Home & Kitchen,6,5414.53,Cash,Hyderabad,32487.18
TXN100061,2024-05-19,CUST8681,Grocery,2,2019.95,Net Banking,Kolkata,4039.9
TXN100062,2024-08-09,CUST6193,Beauty,2,4601.47,Debit Card,Delhi,9202.94
TXN100063,2024-05-07,CUST8594,Electronics,1,7547.58,Credit Card,Delhi,7547.58
TXN100064,2024-11-21,CUST4586,Grocery,2,5791.63,UPI,Pune,11583.26
TXN100065,2024-04-11,CUST1662,Electronics,5,5525.11,Net Banking,Bengaluru,27625.55
TXN100066,2024-06-13,CUST8979,Home & Kitchen,2,7746.22,Cash,Mumbai,15492.44
TXN100067,2024-06-01,CUST4062,Beauty,4,6397.02,UPI,Hyderabad,25588.08
TXN100068,2024-11-20,CUST4016,Home & Kitchen,4,1118.89,Credit Card,Kolkata,4475.56
TXN100069,2024-09-29,CUST5816,Electronics,7,2800.65,Credit Card,Kolkata,19604.55
TXN100070,2024-04-09,CUST4018,Beauty,4,7722.17,Debit Card,Mumbai,30888.68
TXN100071,2024-06-15,CUST6424,Home & Kitchen,7,3932.95,Credit Card,Delhi,27530.65
TXN100072,2024-03-18,CUST4067,Home & Kitchen,4,919.75,UPI,Hyderabad,3679.0
TXN100073,2024-05-15,CUST4956,Sports,5,3685.08,UPI,Pune,18425.4
TXN100074,2024-03-08,CUST2188,Electronics,7,5585.04,Credit Card,Mumbai,39095.28
TXN100075,2024-08-07,CUST9201,Clothing,3,7980.46,Debit Card,Ahmedabad,23941.38
TXN100076,2024-11-30,CUST6692,Beauty,6,2611.53,Debit Card,Chennai,15669.18
TXN100077,2024-06-11,CUST8478,Clothing,1,4127.27,UPI,Ahmedabad,4127.27
TXN100078,2024-08-03,CUST2481,Electronics,4,7041.06,Net Banking,Ahmedabad,28164.24
TXN100079,2024-03-10,CUST7605,Sports,2,2861.48,Credit Card,Mumbai,5722.96
TXN100080,2024-08-22,CUST2177,Electronics,4,900.81,UPI,Mumbai,3603.24
TXN100081,2024-12-07,CUST6111,Grocery,2,7593.02,Credit Card,Hyderabad,15186.04
TXN100082,2024-06-30,CUST8212,Grocery,6,3922.87,Cash,Ahmedabad,23537.22
TXN100083,2024-03-30,CUST6687,Beauty,6,4037.19,Debit Card,Pune,24223.14
TXN100084,2024-12-01,CUST8596,Beauty,6,4980.97,Net Banking,Pune,29885.82
TXN100085,2024-12-12,CUST5950,Clothing,2,58.19,Net Banking,Kolkata,116.38
TXN100086,2024-06-14,CUST7029,Grocery,4,7451.12,Credit Card,Pune,29804.48
TXN100087,2024-01-17,CUST3473,Beauty,6,2910.77,Debit Card,Chennai,17464.62
TXN100088,2024-03-10,CUST7973,Beauty,5,3193.55,Net Banking,Ahmedabad,15967.75
TXN100089,2024-11-14,CUST1743,Electronics,7,1417.65,Net Banking,Chennai,9923.55
TXN100090,2024-09-02,CUST3350,Home & Kitchen,2,3043.87,UPI,Ahmedabad,6087.74
TXN100091,2024-03-11,CUST9742,Grocery,2,6437.43,UPI,Mumbai,12874.86
TXN100092,2024-02-20,CUST4546,Sports,4,6405.93,Debit Card,Kolkata,25623.72
TXN100093,2024-08-29,CUST6683,Home & Kitchen,2,7488.3,UPI,Bengaluru,14976.6
TXN100094,2024-03-07,CUST8323,Electronics,2,3243.74,Cash,Delhi,6487.48
TXN100095,2024-04-19,CUST5750,Beauty,6,5678.51,Net Banking,Delhi,34071.06
TXN100096,2024-10-06,CUST4004,Sports,4,4072.68,Cash,Pune,16290.72
TXN100097,2024-05-06,CUST6683,Grocery,6,6438.06,Cash,Pune,38628.36
TXN100098,2024-03-11,CUST5293,Grocery,7,5708.96,UPI,Delhi,39962.72
TXN100099,2024-08-28,CUST4252,Grocery,7,2962.19,Net Banking,Kolkata,20735.33
TXN100100,2024-06-16,CUST5383,Beauty,6,2713.29,UPI,Ahmedabad,16279.74
TXN100101,2024-11-04,CUST2090,Home & Kitchen,7,2041.97,UPI,Ahmedabad,14293.79
TXN100102,2024-07-26,CUST5157,Grocery,4,4624.83,Cash,Pune,18499.32
TXN100103,2024-01-31,CUST3699,Electronics,1,7711.83,Net Banking,Bengaluru,7711.83
TXN100104,2024-06-30,CUST9119,Beauty,6,1624.53,UPI,Kolkata,9747.18
TXN100105,2024-09-14,CUST1002,Clothing,5,789.16,Credit Card,Kolkata,3945.8
TXN100106,2024-05-08,CUST8508,Home & Kitchen,5,981.62,Credit Card,Kolkata,4908.1
TXN100107,2024-12-26,CUST3905,Sports,2,6271.3,Debit Card,Chennai,12542.6
TXN100108,2024-06-28,CUST7115,Beauty,7,2820.34,UPI,Chennai,19742.38
TXN100109,2024-05-07,CUST1721,Electronics,5,1818.2,Net Banking,Chennai,9091.0
TXN100110,2024-09-07,CUST8394,Sports,2,2842.17,Credit Card,Chennai,5684.34
TXN100111,2024-09-30,CUST1884,Home & Kitchen,1,5173.29,Cash,Hyderabad,5173.29
TXN100112,2024-10-21,CUST9835,Grocery,4,4387.89,Net Banking,Hyderabad,17551.56
TXN100113,2024-06-01,CUST1493,Sports,4,5956.41,Credit Card,Ahmedabad,23825.64
TXN100114,2024-07-08,CUST6333,Sports,4,2732.42,Net Banking,Mumbai,10929.68
TXN100115,2024-08-25,CUST2387,Home & Kitchen,5,3632.67,Cash,Hyderabad,18163.35
TXN100116,2024-07-23,CUST1558,Clothing,1,842.69,UPI,Kolkata,842.69
TXN100117,2024-07-26,CUST6857,Grocery,5,612.28,Cash,Ahmedabad,3061.4
TXN100118,2024-09-26,CUST8838,Beauty,7,3714.17,UPI,Bengaluru,25999.19
TXN100119,2024-09-08,CUST2424,Sports,5,2433.72,UPI,Kolkata,12168.6
TXN100120,2024-02-09,CUST2124,Clothing,1,4914.02,UPI,Delhi,4914.02
TXN100121,2024-10-18,CUST9602,Beauty,1,372.73,UPI,Chennai,372.73
TXN100122,2024-03-13,CUST4777,Beauty,7,1000.48,Debit Card,Delhi,7003.36
TXN100123,2024-09-14,CUST8037,Sports,1,6925.57,Credit Card,Bengaluru,6925.57
TXN100124,2024-03-17,CUST8284,Clothing,1,4543.5,Debit Card,Bengaluru,4543.5
TXN100125,2024-04-16,CUST1587,Beauty,4,5705.07,Credit Card,Delhi,22820.28
TXN100126,2024-08-22,CUST7614,Clothing,7,6740.52,Debit Card,Chennai,47183.64
TXN100127,2024-01-03,CUST4085,Home & Kitchen,3,3726.76,Credit Card,Delhi,11180.28
TXN100128,2024-08-13,CUST1933,Sports,3,6095.65,Cash,Chennai,18286.95
TXN100129,2024-07-31,CUST4801,Sports,1,4210.95,Credit Card,Bengaluru,4210.95
TXN100130,2024-12-18,CUST3720,Home & Kitchen,3,1805.31,UPI,Delhi,5415.93
TXN100131,2024-11-22,CUST2715,Grocery,3,2721.12,Cash,Pune,8163.36
TXN100132,2024-05-24,CUST9701,Beauty,1,3938.09,UPI,Bengaluru,3938.09
TXN100133,2024-01-28,CUST2450,Home & Kitchen,3,2555.58,Net Banking,Chennai,7666.74
TXN100134,2024-07-05,CUST4169,Grocery,5,2704.16,Cash,Hyderabad,13520.8
TXN100135,2024-02-25,CUST6131,Beauty,2,2719.02,Net Banking,Delhi,5438.04
TXN100136,2024-11-15,CUST8158,Beauty,7,1009.03,Net Banking,Hyderabad,7063.21
TXN100137,2024-01-14,CUST4413,Sports,2,704.6,Debit Card,Chennai,1409.2
TXN100138,2024-07-16,CUST1782,Grocery,1,400.57,Debit Card,Bengaluru,400.57
TXN100139,2024-06-02,CUST5787,Sports,4,914.32,UPI,Mumbai,3657.28
TXN100140,2024-03-19,CUST9603,Electronics,7,2769.35,Debit Card,Bengaluru,19385.45
TXN100141,2024-01-28,CUST7753,Sports,1,4763.16,Cash,Bengaluru,4763.16
TXN100142,2024-07-25,CUST8422,Beauty,4,1529.53,Debit Card,Kolkata,6118.12
TXN100143,2024-06-28,CUST7556,Beauty,2,7107.43,Credit Card,Hyderabad,14214.86
TXN100144,2024-06-09,CUST9512,Sports,1,6472.81,Credit Card,Bengaluru,6472.81
TXN100145,2024-05-24,CUST8432,Clothing,7,4178.6,Net Banking,Kolkata,29250.2
TXN100146,2024-04-22,CUST7571,Electronics,7,5801.95,UPI,Kolkata,40613.65
TXN100147,2024-04-18,CUST3716,Sports,6,2949.64,Cash,Kolkata,17697.84
TXN100148,2024-03-13,CUST9644,Electronics,5,323.12,UPI,Bengaluru,1615.6
TXN100149,2024-07-02,CUST9201,Beauty,3,7237.53,Debit Card,Kolkata,21712.59
TXN100150,2024-04-15,CUST1987,Grocery,4,1048.51,Debit Card,Pune,4194.04
TXN100151,2024-08-20,CUST1874,Electronics,6,7585.06,Net Banking,Hyderabad,45510.36
TXN100152,2024-12-30,CUST7123,Clothing,3,4587.9,Debit Card,Delhi,13763.7
TXN100153,2024-09-25,CUST1507,Sports,3,2465.34,Cash,Delhi,7396.02
TXN100154,2024-07-03,CUST7216,Electronics,1,3979.33,UPI,Bengaluru,3979.33
TXN100155,2024-01-31,CUST8362,Beauty,3,4027.99,UPI,Kolkata,12083.97
TXN100156,2024-03-21,CUST9833,Sports,5,215.6,Credit Card,Delhi,1078.0
TXN100157,2024-06-18,CUST3351,Home & Kitchen,7,2863.02,Debit Card,Chennai,20041.14
TXN100158,2024-07-21,CUST6844,Sports,6,5926.73,Credit Card,Delhi,35560.38
TXN100159,2024-04-04,CUST7697,Electronics,3,4095.25,UPI,Chennai,12285.75
TXN100160,2024-09-07,CUST3707,Sports,1,1976.51,Cash,Hyderabad,1976.51
TXN100161,2024-10-20,CUST4677,Grocery,5,2700.83,Cash,Kolkata,13504.15
TXN100162,2024-05-11,CUST2222,Sports,2,6908.54,Debit Card,Delhi,13817.08
TXN100163,2024-06-23,CUST5090,Beauty,7,4218.63,Credit Card,Delhi,29530.41
TXN100164,2024-02-09,CUST2785,Home & Kitchen,7,4240.97,UPI,Chennai,29686.79
TXN100165,2024-03-01,CUST4097,Clothing,6,7692.9,UPI,Delhi,46157.4
TXN100166,2024-03-15,CUST6593,Clothing,7,2587.42,Net Banking,Pune,18111.94
TXN100167,2024-05-11,CUST1094,Grocery,3,3851.94,Debit Card,Mumbai,11555.82
TXN100168,2024-07-18,CUST3904,Beauty,1,6499.36,UPI,Bengaluru,6499.36
TXN100169,2024-04-06,CUST3418,Beauty,7,6078.53,Debit Card,Delhi,42549.71
TXN100170,2024-10-06,CUST5840,Home & Kitchen,7,2148.42,Net Banking,Chennai,15038.94
TXN100171,2024-12-21,CUST2310,Beauty,2,1234.2,Debit Card,Pune,2468.4
TXN100172,2024-12-03,CUST8416,Beauty,2,5614.62,UPI,Mumbai,11229.24
TXN100173,2024-06-10,CUST9003,Clothing,4,2083.52,Net Banking,Kolkata,8334.08
TXN100174,2024-05-27,CUST9681,Electronics,5,7383.73,Cash,Chennai,36918.65
TXN100175,2024-03-07,CUST6079,Clothing,3,1060.1,Credit Card,Mumbai,3180.3
TXN100176,2024-12-23,CUST4420,Beauty,7,2566.97,Cash,Bengaluru,17968.79
TXN100177,2024-05-06,CUST2708,Grocery,7,466.65,Credit Card,Pune,3266.55
TXN100178,2024-07-22,CUST6464,Grocery,1,5635.34,UPI,Pune,5635.34
TXN100179,2024-06-15,CUST8291,Electronics,4,7133.36,Net Banking,Bengaluru,28533.44
TXN100180,2024-10-21,CUST1329,Grocery,5,5097.92,Debit Card,Bengaluru,25489.6
TXN100181,2024-06-20,CUST3359,Beauty,4,7503.89,Credit Card,Delhi,30015.56
TXN100182,2024-01-08,CUST1933,Clothing,6,1054.18,UPI,Hyderabad,6325.08
TXN100183,2024-11-08,CUST6816,Sports,5,729.24,Net Banking,Kolkata,3646.2
TXN100184,2024-02-10,CUST1270,Clothing,7,6712.15,Net Banking,Chennai,46985.05
TXN100185,2024-09-16,CUST1212,Home & Kitchen,7,6848.42,Debit Card,Delhi,47938.94
TXN100186,2024-07-27,CUST9143,Beauty,5,6653.39,Cash,Chennai,33266.95
TXN100187,2024-10-03,CUST5994,Grocery,7,6397.75,UPI,Ahmedabad,44784.25
TXN100188,2024-04-14,CUST2074,Clothing,3,2916.96,Cash,Ahmedabad,8750.88
TXN100189,2024-05-24,CUST8322,Grocery,5,1763.17,Net Banking,Hyderabad,8815.85
TXN100190,2024-12-12,CUST8234,Electronics,4,7432.57,Debit Card,Chennai,29730.28
TXN100191,2024-10-30,CUST4456,Clothing,5,2476.79,Debit Card,Chennai,12383.95
TXN100192,2024-03-04,CUST8914,Clothing,7,3205.31,Net Banking,Chennai,22437.17
TXN100193,2024-11-30,CUST5155,Electronics,3,5605.48,UPI,Mumbai,16816.44
TXN100194,2024-11-24,CUST1695,Electronics,3,2368.05,Net Banking,Kolkata,7104.15
TXN100195,2024-07-22,CUST2945,Beauty,6,6558.47,Cash,Kolkata,39350.82
TXN100196,2024-11-09,CUST4712,Clothing,4,588.18,Credit Card,Bengaluru,2352.72
TXN100197,2024-03-07,CUST8471,Home & Kitchen,2,6335.73,Debit Card,Bengaluru,12671.46
TXN100198,2024-09-01,CUST1376,Home & Kitchen,2,4826.76,Debit Card,Kolkata,9653.52
TXN100199,2024-07-17,CUST5079,Home & Kitchen,5,4596.76,Debit Card,Ahmedabad,22983.8
TXN100200,2024-08-12,CUST5297,Beauty,6,3683.27,Credit Card,Hyderabad,22099.62
TXN100201,2024-12-29,CUST8349,Beauty,1,2238.05,UPI,Bengaluru,2238.05
TXN100202,2024-10-07,CUST9592,Beauty,5,3728.64,Cash,Hyderabad,18643.2
TXN100203,2024-07-18,CUST2371,Grocery,6,3616.73,UPI,Mumbai,21700.38
TXN100204,2024-02-27,CUST2637,Home & Kitchen,4,4682.52,Debit Card,Chennai,18730.08
TXN100205,2024-10-03,CUST2331,Clothing,4,2274.15,Net Banking,Bengaluru,9096.6
TXN100206,2024-07-21,CUST6250,Clothing,4,648.44,UPI,Ahmedabad,2593.76
TXN100207,2024-09-30,CUST9003,Beauty,4,1186.36,Cash,Pune,4745.44
TXN100208,2024-02-08,CUST4549,Clothing,4,5602.44,Debit Card,Chennai,22409.76
TXN100209,2024-11-13,CUST6172,Sports,6,209.26,Credit Card,Delhi,1255.56
TXN100210,2024-03-22,CUST7352,Sports,6,6855.85,Net Banking,Delhi,41135.1
TXN100211,2024-01-17,CUST4954,Sports,3,5564.35,Credit Card,Delhi,16693.05
TXN100212,2024-06-09,CUST4863,Beauty,2,6151.65,UPI,Chennai,12303.3
TXN100213,2024-10-17,CUST6930,Electronics,7,6692.8,Net Banking,Ahmedabad,46849.6
TXN100214,2024-12-28,CUST5588,Grocery,4,1008.0,UPI,Mumbai,4032.0
TXN100215,2024-06-26,CUST3419,Electronics,1,6584.94,UPI,Mumbai,6584.94
TXN100216,2024-06-20,CUST6736,Home & Kitchen,7,4052.0,Debit Card,Ahmedabad,28364.0
TXN100217,2024-08-06,CUST7026,Grocery,6,7087.62,Cash,Chennai,42525.72
TXN100218,2024-09-28,CUST6983,Sports,1,7096.1,Cash,Hyderabad,7096.1
TXN100219,2024-12-24,CUST6899,Home & Kitchen,1,222.7,UPI,Ahmedabad,222.7
TXN100220,2024-05-17,CUST5763,Sports,1,3081.44,UPI,Delhi,3081.44
TXN100221,2024-06-19,CUST8716,Grocery,3,4225.4,Net Banking,Ahmedabad,12676.2
TXN100222,2024-11-14,CUST7546,Clothing,6,5436.53,Cash,Hyderabad,32619.18
TXN100223,2024-04-03,CUST6241,Home & Kitchen,1,2310.9,UPI,Kolkata,2310.9
TXN100224,2024-10-21,CUST2081,Sports,4,2039.57,Credit Card,Ahmedabad,8158.28
TXN100225,2024-10-04,CUST7924,Clothing,5,3068.69,Debit Card,Mumbai,15343.45
TXN100226,2024-07-15,CUST5762,Clothing,1,4022.48,Debit Card,Delhi,4022.48
TXN100227,2024-02-02,CUST4294,Home & Kitchen,3,7610.64,UPI,Chennai,22831.92
TXN100228,2024-08-29,CUST8350,Electronics,7,6104.0,Net Banking,Mumbai,42728.0
TXN100229,2024-02-19,CUST2524,Clothing,6,3451.69,Cash,Chennai,20710.14
TXN100230,2024-09-09,CUST8202,Beauty,3,463.3,UPI,Chennai,1389.9
TXN100231,2024-12-27,CUST1532,Beauty,1,1373.11,Net Banking,Mumbai,1373.11
TXN100232,2024-07-26,CUST8776,Electronics,6,3663.72,UPI,Kolkata,21982.32
TXN100233,2024-09-01,CUST5131,Sports,5,6516.19,Credit Card,Chennai,32580.95
TXN100234,2024-10-31,CUST1575,Electronics,1,3064.14,Net Banking,Hyderabad,3064.14
TXN100235,2024-07-05,CUST3950,Sports,3,4321.82,UPI,Chennai,12965.46
TXN100236,2024-04-22,CUST8075,Sports,2,7137.68,Credit Card,Mumbai,14275.36
TXN100237,2024-07-01,CUST1934,Electronics,4,7312.96,Cash,Kolkata,29251.84
TXN100238,2024-06-24,CUST7812,Beauty,7,1749.73,Credit Card,Bengaluru,12248.11
TXN100239,2024-05-08,CUST4784,Electronics,3,377.45,UPI,Pune,1132.35
TXN100240,2024-08-02,CUST7518,Sports,6,2464.12,Credit Card,Mumbai,14784.72
TXN100241,2024-07-11,CUST7977,Clothing,1,5575.54,Credit Card,Hyderabad,5575.54
TXN100242,2024-06-13,CUST1361,Sports,4,7610.36,Credit Card,Chennai,30441.44
TXN100243,2024-02-12,CUST9727,Sports,1,643.95,Credit Card,Mumbai,643.95
TXN100244,2024-08-21,CUST4677,Grocery,6,257.02,Debit Card,Pune,1542.12
TXN100245,2024-02-09,CUST5271,Beauty,1,7076.65,Debit Card,Mumbai,7076.65
TXN100246,2024-02-04,CUST3739,Electronics,2,5992.72,Net Banking,Ahmedabad,11985.44
TXN100247,2024-08-27,CUST2470,Grocery,4,7938.22,Cash,Kolkata,31752.88
TXN100248,2024-11-14,CUST7594,Grocery,4,3192.44,Credit Card,Delhi,12769.76
TXN100249,2024-07-14,CUST3042,Sports,6,3345.93,Cash,Chennai,20075.58
TXN100250,2024-05-14,CUST1278,Clothing,7,1403.33,Net Banking,Pune,9823.31
TXN100251,2024-06-24,CUST9801,Sports,2,953.3,UPI,Chennai,1906.6
TXN100252,2024-09-22,CUST7051,Clothing,3,4642.38,Debit Card,Bengaluru,13927.14
TXN100253,2024-11-26,CUST3019,Sports,1,2933.35,Cash,Hyderabad,2933.35
TXN100254,2024-09-10,CUST2706,Home & Kitchen,5,670.12,Cash,Hyderabad,3350.6
TXN100255,2024-02-04,CUST9682,Home & Kitchen,1,7099.29,Net Banking,Mumbai,7099.29
TXN100256,2024-12-02,CUST8282,Sports,1,1610.9,UPI,Mumbai,1610.9
TXN100257,2024-05-07,CUST5443,Sports,3,5996.22,UPI,Chennai,17988.66
TXN100258,2024-09-13,CUST4134,Beauty,1,2279.36,UPI,Bengaluru,2279.36
TXN100259,2024-11-16,CUST5497,Electronics,2,6508.85,UPI,Hyderabad,13017.7
TXN100260,2024-04-12,CUST7513,Beauty,2,973.62,Cash,Pune,1947.24
TXN100261,2024-10-17,CUST4712,Home & Kitchen,4,6055.89,Net Banking,Delhi,24223.56
TXN100262,2024-08-26,CUST4276,Electronics,6,812.01,Net Banking,Chennai,4872.06
TXN100263,2024-12-14,CUST8844,Sports,7,3591.92,Credit Card,Hyderabad,25143.44
TXN100264,2024-02-16,CUST9488,Home & Kitchen,5,5880.01,Debit Card,Hyderabad,29400.05
TXN100265,2024-05-18,CUST5678,Sports,1,1410.55,UPI,Chennai,1410.55
TXN100266,2024-08-05,CUST8897,Electronics,1,2306.75,Net Banking,Delhi,2306.75
TXN100267,2024-03-26,CUST8246,Sports,3,6922.19,UPI,Hyderabad,20766.57
TXN100268,2024-03-27,CUST5233,Grocery,6,7084.4,Cash,Mumbai,42506.4
TXN100269,2024-04-22,CUST9020,Electronics,2,388.14,Credit Card,Delhi,776.28
TXN100270,2024-05-03,CUST2965,Clothing,5,1369.68,UPI,Kolkata,6848.4
TXN100271,2024-03-25,CUST2334,Clothing,4,966.25,Debit Card,Hyderabad,3865.0
TXN100272,2024-04-15,CUST1326,Electronics,2,1462.15,Net Banking,Hyderabad,2924.3
TXN100273,2024-01-25,CUST4700,Grocery,6,7762.4,UPI,Mumbai,46574.4
TXN100274,2024-03-12,CUST2454,Clothing,7,4426.69,Net Banking,Hyderabad,30986.83
TXN100275,2024-05-25,CUST4159,Beauty,4,3760.86,Debit Card,Pune,15043.44
TXN100276,2024-04-10,CUST5519,Grocery,7,7876.2,Net Banking,Delhi,55133.4
TXN100277,2024-07-18,CUST2691,Grocery,3,4468.94,Cash,Bengaluru,13406.82
TXN100278,2024-01-12,CUST4849,Sports,3,5299.11,UPI,Pune,15897.33
TXN100279,2024-11-23,CUST6321,Sports,1,2682.18,UPI,Kolkata,2682.18
TXN100280,2024-06-12,CUST4083,Beauty,7,3075.46,Debit Card,Chennai,21528.22
TXN100281,2024-08-20,CUST6144,Sports,6,4767.44,Net Banking,Mumbai,28604.64
TXN100282,2024-04-08,CUST2619,Electronics,5,586.19,Debit Card,Delhi,2930.95
TXN100283,2024-07-03,CUST3602,Clothing,4,2069.39,Debit Card,Ahmedabad,8277.56
TXN100284,2024-08-27,CUST2466,Clothing,2,1598.59,Net Banking,Pune,3197.18
TXN100285,2024-05-24,CUST5734,Electronics,6,156.67,Net Banking,Ahmedabad,940.02
TXN100286,2024-03-11,CUST4757,Sports,6,4309.1,Debit Card,Kolkata,25854.6
TXN100287,2024-07-18,CUST6921,Home & Kitchen,3,4501.59,Cash,Mumbai,13504.77
TXN100288,2024-03-19,CUST3226,Clothing,7,3090.0,Credit Card,Chennai,21630.0
TXN100289,2024-03-19,CUST5886,Clothing,1,2171.76,Debit Card,Ahmedabad,2171.76
TXN100290,2024-02-05,CUST4619,Clothing,1,5226.92,Credit Card,Delhi,5226.92
TXN100291,2024-04-30,CUST1721,Beauty,4,1103.23,Cash,Hyderabad,4412.92
TXN100292,2024-05-04,CUST6686,Grocery,3,4163.36,Credit Card,Kolkata,12490.08
